overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image
5.0,True,"02 10, 2014",A36JD4TF3WHDQ5,B00EZPXYP4,{'Platform:': ' PC Download'},george,"Had used Symantec System Works (??), which included Norton Anti-Virus, for years.  Then in the past couple or so years it seems to have morphed into Norton 360.  Have always purchased the CD previously ... until this year.  This time I purchased the download version, i.e. no CD.  Maybe just me, but don't recall having an issue in the past couple of years, but this time... installed 3 or 4 times and, afterwards, E-V-E-R-Y time it would indicate that there were 2 days remaining (should have been 360 days!!). Contacted Symantec via online chat, rep was VERY helpful, fixed in mere moments (maybe 1 minute). I was directed to open Norton from the desktop, click on a tab (sorry, don't remember which), tell Norton to update, and TA-DA!",Excellent All-Around Virus-Tune up-Back up-Etc Software,1391990400,,
5.0,True,"02 1, 2014",A2N2XU3U2LYUZS,B00EZPXYP4,{'Platform:': ' PC Disc'},wla755,Used this product to continue my subscription for another year.  It was a good value when purchased in the bundle with turbo tax.,Met my expectations,1391212800,,
5.0,True,"01 31, 2014",A3TDR5VQPREEMA,B00EZPXYP4,{'Platform:': ' PC Download'},Amazon Buyer,At this sale price you cannot beat it.  I have been using Norton products for over 20 years and always find great deals before I renew.  This is the best so far though the price went up the next day because it was a one day only sale.  I think the current price for the download is still pretty good,What can you say...,1391126400,,
1.0,True,"01 27, 2014",A2MKY8OUI8GZG1,B00EZPXYP4,{'Platform:': ' PC Download'},Big shopper,"I trying clicking ""spam"" and nothing happens.  Has not worked since last update.  Disappointing.  Cannot find a fix.  What am I supposed to do?",Does not work,1390780800,,
4.0,False,"01 12, 2014",AYKFN6Z2Q457S,B00EZPXYP4,{'Platform:': ' PC Disc'},Alfie,Worked but too expensive compared to competition.  I renewed and used it for many years but found a more reasonably priced item that I now use.,Works Nicely,1389484800,,
5.0,True,"01 7, 2014",A3AGWK1O5U0QK0,B00EZPXYP4,{'Platform:': ' PC Disc'},suzukiman,"I am not a fan of total control by the heavy weight software protection systems offered by Norton (360, Internet Security, and such). I don't like the fact that these programs literally take over the entire Windows operating system and funnel EVERYTHING YOU DO thru the Norton servers for inspection. I also don't like the fact that putting this heavy weight software on a Windows computer can, and does, slow the machine down dramatically. Hence, I limit myself to using on Norton Antivirus, which I really do like.

My goodness... I just set up a new Dell computer for a friend (who is somewhat computer challenged), and he insisted on Norton 360. I installed Norton 360 on his new Dell, after deleting the default antivirus software Dell puts on their computers. And I was a little surprised at the efficiency of Norton 360. I didn't seem to be the big elephant in the room. It was much quieter, less annoying and ate fewer system resources.

I suppose this is an improvement that deserves praise. BUT I still don't like giving up complete control of my Windows operating system to Norton 360. I'm sorry, I just don't.","Funny thing about 360, I've changed my mind",1389052800,,
4.0,False,"12 19, 2013",A2U6GHU2EMC5M5,B00EZPXYP4,{'Platform:': ' PC Disc'},Rawim,"I remember back in the day.  Norton was really the only game in town when it came to anti-virus protection.  Then came along McAfee and we had some competition.  Now there are a multitude of options out there and I have had some experience with just about all of themand to be honest I still think Norton is the best.

Reasons for that: I feel Norton still spends the most resources on updating and fighting new threats compared to others.  I have interacted with them before on a particular virus problem and they were very good and very professional.  And I believe they take very seriously all the threats that are out in the world.

360 is Nortons kind of all in one product, meaning it focuses on everything from viruses in downloads, scams in email, outside intrusions into your personal network.  The software really does try to offer a 360 degree protection for your machine.

This is a one user, three license product, meaning it is intended for one person to use on perhaps three different machines.  You basically sign up for your Norton account and you can now download the software on to three separate machines.  One desktop, two laptops; or two desktops and one laptop, you get the picture.  You can move the licenses if you need to but it is a bit of a hassle.  As uninstalling Norton is never easy.

The two biggest negative things I have to say about Norton is that, one, it is a resource hog.  You really need a somewhat up to date computer.  Anything too old or two slow and this software can cause things to come to a crawl on your computer.  You won't have any viruses, but your computer will run pretty darn slow.

The other thing I don't like is the control scheme, Norton can be really easy to use, if you let Norton do what it wants, but if you are a power user, and you like to change a lot of settings and really control what Norton does and when it does it, it is harder rather than easy.  I wish Norton would have two different interfaces.  One for regular users, and perhaps one for power users that allows easy changing or settings.

Other than those two issues I still like the product and will continue to use it.  If you have a question about the product, feel free to leave a comment below and I will try to answer it.","Not Perfect, But Still The Best",1387411200,,
5.0,False,"12 18, 2013",A9LNWA25IM2DX,B00EZPXYP4,{'Platform:': ' PC Disc'},R.Suarez,"I have been using Norton 360 for years, renewing as required after some bad experiences with McAfee. My prior Norton 360 license was about to expire when I was offered the 2014 version, which I did not hesitate to order. The first difference I noted is that, contrary to prior installs, this time I had to uninstall the old license to be able to install the new one (rather than simply updating the required files), the whole uninstall/install process took less than ten minutes.

Another thing I noticed was different is that the security ID application is not installed as a part of the whole application, a link will take you to the Norton website where you can download and install. This is one of the features I use the most so for a moment there I was worried I would have to purchase separately.

My experience with Norton 360 has always been great and this time it was not different, so far, there are no performance issues in my laptop that could be associated to the antivirus running in the background (which does happen with McAfee) and the interface is really easy to use and get used to if you are a new user.

I have yet to decide whether or not to install in my iPhone, this is of course an upgrade, as the prior version was compatible with Android only.

1 user that includes 3 licenses is pretty neat for the protection you get; as a part of the package you are also offered backup storage for up to 2GB, this may not be too much but I am certain it will be useful to more than one person. In days in which external drives are the norm, 2GB may not seem as much, but if used to backup essential data that you may need if on the run, well, it may be worth it.

My external drives I only use at home and at the office so it is great to have the protection on to ensure any potential threats are identified. The thing I use the most is the online protection, in the past, Norton 360 has helped me avoid malicious attacks and potential unsafe websites, also the functionality to save all your passwords under a single Norton account is amazing.

I am getting what is offered and to me, that is all that matters: Ultimate piece of mind",Ultimate piece of mind,1387324800,,
4.0,False,"12 16, 2013",A1W7R5ZAGVOSVQ,B00EZPXYP4,{'Platform:': ' PC Disc'},Imajin8,"Like others I was using Norton McAfee before.  Here's what I liked about this - and the one thing that keeps it from getting five stars.
1. Doesn't take as much RAM
2. Not a lot of annoying pop-ups and things telling I need to do something
3. All-in-one perfection ease - covers everything so that I don't have to have another protect me from various web issues (phishing, putting data in unsecure sites, etc.)
4. Covers up to three computers --- my laptops and my desktop.
5. Ease of set-up - simple, accomplished in no time and it simultaneously (w/ my permission) removed my McCaffee

One downside on mine and one that I've heard from a friend (am not counting that one towards my review - but, might want to be something you check out if it relevant to you...)
Mine: Lately, it has random crashes of the web site protection feature.  Doesn't hurt my computer - but just stops working and tells me so.  So far, haven't had any security breaches I know of.
A friends: He used a VPN connection on his computer and something in the Norton settings messed it up entirely (those VPN connections can always be a little tricky to me - and I don't have one on any of the ones I've installed it into)

BOTTOM LINE: I like it far better and feel better protected with this easy to use all-in-one security system over McCaffee and it's priced much lower than I paid for that one for a single license.","Very good, easy to use all-in-one protection at a good value",1387152000,,
4.0,False,"12 10, 2013",A2H2I5FY1PUHP1,B00EZPXYP4,{'Platform:': ' PC Disc'},Boilermate,"Unlike some other reviewers, I had absolutely no problems installing this version of Norton 360. It uninstalled BitDefender and cleanly installed itself. Installation was clean and simple and in default mode it will adequately protect you from the scourges of the Internet.

I did notice some system lag, especially when checking outgoing emails with attachments (and not even very large ones). Otherwise it works quietly in the background. If you so desire you can tweak the settings to your liking.

Overall, you can't go wrong with this tried-and-true software. And with three licenses can protect your other devices as well.",Reliable Protection for Your Computer,1386633600,,
5.0,False,"12 10, 2013",A1ST9PG26FSN2H,B00EZPXYP4,{'Platform:': ' PC Disc'},Thomas Paul,"First, don't buy this from the Norton site or let your version automatically renew.  It is much cheaper to buy it new from Amazon. Just make sure that after you install it you go to the Norton site and turn off the automatic renewal if it is on.  Norton will warn you a month before they renew so if you forget you will have time to turn it off.

I have been using this product since it came out and it just gets better and better.  I have never had problems with it chewing up memory.  It just runs in the background and warns me if anything seems out of place.  The installation is easy enough and setup involves almost nothing.  It does ask to install a toolbar which you can turn on or off from your browser.  It includes some space for automatic backup (have some college papers you are working on or photos you love) and you can buy more if needed.  The backup runs when you aren't using the computer so you don;t even notice it is happening.

As to it's handling of viruses, I have never had a problem on any of the three computers this product has been running on.  I strongly recommend Norton 360.",A bargain at this price,1386633600,4,
5.0,False,"12 1, 2013",A2068BC3ZXAVJQ,B00EZPXYP4,{'Platform:': ' PC Disc'},scesq,"I have been using Norton products for years and have seen a continual improvement over time.  Norton 360 is everything I want in an Internet security program.

This is the third of four programs (each offering something more) offered by Norton to protect computers. There is Norton Antivirus, Norton Internet Security, Norton 360 and Norton 360 Multi-Deivice.  Norton 360 Multi-Device allows you to add protection to smart phones and tablets as well as computers. Norton also has a line of mobile and tablet security.

Once you purchase this you get a one year subscription. After the year is up you can either buy another year of service from Norton or buy the product from a third party like Amazon. In my case I was given the opportunity to review this for free through the Vine program so jumped at the chance to do so.

One of the nice features with Norton is that once installed it will always update to the latest version of the software you purchased. As a result of this there is no pressure to try the new and improved version because you are getting the newest version of the software you purchased.

When you press the Norton icon you get a screen that has security, identity, backup and tuneup options.  Each option gives you a number of choices such as when to run scans or updates or how to manage identity protection. It is easy to use and ideal for people who are not computer experts.

Norton Safe Search will also appear when I search the Internet.  There is a search box and if you go through it Norton will let you know if a site is safe or not.

One of the things I like about Norton is there is 24 hour live free technical support available for issues with installation or product use in general. I had an issue this year that may have been virus related and I called technical support. The agent addressed my concern and thankfully it was not a virus issue.

Over the past year I have had a couple of warnings that a virus had been blocked.  I have yet to have a virus problem in the years I have been using Norton products.

When you buy a Norton product you get 365 days of updates to keep your computer protected from the latest spyware and virus threats.  I had four months of my subscription left and a Norton agent was able to add that to the year that came with this product.

When I first started using Norton many years ago I would use additional programs for added protection against spyware. I just use Norton now. I am confident that it will protect my computer from virus or spyware issues. Additionally when scans are running I can still work on my computer without everything slowing down.

Norton continues to impress me.",Excellent Internet Security Software,1385856000,,
5.0,False,"11 22, 2013",AEQYAG42F9128,B00EZPXYP4,{'Platform:': ' PC Disc'},BobL,"I just bought another copy of the ""older"" N360 2013 for the new registation Key, but I've been running this newer ""2014"" version for a few months already. Norton has the nice feature of alway being able to upgrade to the latest version as long as your subcription is still current. I have a little over 2 months left on my current N360 subscription and saw the 2013 version available a  nice price here on Amazon, so I bought another 3PC one user box. I have to wait untill my current subscription expires or a day or so untill it does to enter the new KEY, because if I did it now, I would lose the remainder of my current subscription.

OK, I've said enough that is not really review material, but should be useful to anybody using Norton.
Review-wise, I think Norton 360 is a great product and works well for me. The only issue I have with it is the stupid cloud based  (these days) password ""vault"". I preferred the older, local  password manager, which on one of my PC's, is the way I still have it set up. I made the mistake of logging onto Symantec one day with my user ID and password, and it kind of ""Grabbed"" my password manager and made it the cloud based vault thing, which sounded OK, but when I logged into it with my Laptop, which had fewer log-ins and passwords, it for some crazy reason synched the cloud data FROM my laptop. When I used my desktop next time, the Cloud password data got synched TO my desktop and I lost 3/4 of my log ins and passwords. Fortunately, I back up my passwords to a local hardrive file with a built in, but awkward to find utility in Norton to import or export, and I was able to get it all back.
Other than that quirk. I like the software a while lot. It runs smotthly, and does not cause my PC's to crash. That IS pretty bad, but I was able to recover.",I like Norton 360!,1385078400,3,
4.0,False,"11 21, 2013",AYNTULRNAIPNY,B00EZPXYP4,{'Platform:': ' PC Disc'},Young@Heart,"Sounds great, works ok, but I really miss some of the old Norton products. For the technologically challenged like myself, a perfect all around solution for a program that is supposed to protect and help maintain my computer, would do a bit more than just back up files and clean my hard drive. This is a good product, and even though I do not have a great understanding of how software works, I do know from first hand experience that Norton has been the best of the Anti-virus programs, out of the several I have tried in the past.

I do recommend, but I just wanted something that did more","Good, could be better",1384992000,,
5.0,False,"11 19, 2013",A17WM3NTCID9DS,B00EZPXYP4,{'Platform:': ' PC Disc'},Robert D. Harmon,"I've been using Norton/Symantec products for over 10 years now, and am familiar with their characteristics and how they've evolved.

This product comes boxed, with an instruction card (with product code) and CD. I installed on 3 PCs, 2 of them Windows Vista, and one PC a Windows 7 platform. It installed smoothly in all caes.

It also installed the latest Norton toolbar, including Vault which can be helpful as a way of bringing up password-protected sites, and this latest Norton imported my passwords intact (including the password to open Vault). These days, when you need different (and un-memorizable) passwords for every site, this function is more important than ever. This latest version of Vault is more user-friendly and intuitive.

You can load from the CD or online from Norton. One oddity if you download online: in Windows it doesnt automatically load to the usual Download file, at least not in Vista. I had to specify a folder. Ive loaded from the CD and it seemed easier, at least in Vista.

Some features I haven't seen before:
1. Option to install from the furnished CD or to go to Norton online and enter the product code. If the latter, be advised it takes some time to download even with DSL. Once I had done so, it finished and installed with no problem and no apparent need for updates that day. It helps if you already have a Norton account but you can set one up.
2. The CD can serve as a recovery disk. You will need to set your computer to boot from disc, before the need arises.
3. After installation, Norton online support came up with this: I want to download my Norton product on my device. Protecting your devices and managing your Norton product is as easy as adding a new device in the Norton Management portal. Follow these instructions to install or reinstall ...

Since I used this product for three PCs on a home LAN, this was not essential but it was an interesting option, but seems more useful if you have other types of devices.

I have had no software or security problems so far, the features  file cleanup, disk optimization, startup manager, firewall management  seem to be as good as in recent, previous versions.

Strongly recommend. Security software is an essential and this is a good one.",a good update,1384819200,,
5.0,False,"11 19, 2013",A2XRZV63X79YSJ,B00EZPXYP4,{'Platform:': ' PC Disc'},Movie Mania,"I have been using Norton since I bought my first laptop ten years ago and have loved it.  I have never had a problem in all those years.  The 360 takes Norton Antivirus to a new level and is excellent.  This is easy to install.
The one complaint that I have had in the past is the extra files it downloads for extra subscription services but it seems they have either stopped this practice or they don't pop up like they used to. So this is just a minor warning but I think they have fixed it.
You can load this to three different devices for the same price.",The 2014 version of a great product.,1384819200,,
5.0,False,"11 15, 2013",A21BVL7PKG9BX8,B00EZPXYP4,{'Platform:': ' PC Disc'},Yoda OK,"Ok...with Norton, you either love it or hate it...there is no middle of the fence when it comes right down to it. Me, I love Norton, and Norton 360 is no exception. I've been using Norton products for a long time and even tried other similar products in the past, but always have found my way back to Norton products. In the past, Norton seemed to slow down my computer, which is why I tried other programs that were similar. The newer Norton programs don't do that. I have an older laptop running windows 7 and Norton does not slow my computing speed down at all. I love all the protection the 360 provides. Norton has caught and stopped more than one attack on my computer and has also caught viruses that I'm not sure other programs would have stopped. Love that I can buy it once and put it on 3 different computers, but be aware that the 1 year count down for the product starts with the 1st computer you install it on.",Norton 360 is great protection,1384473600,,
4.0,False,"11 14, 2013",A23J1T7UNX14TK,B00EZPXYP4,{'Platform:': ' PC Disc'},Nolan Lewis,Just as always Norton releases another good product. Not in awhile have I had issues with Norton bogging my system down. Runs silently and efficiently on the sidelines protecting your pc. Seems to do the job has stopped a few intrusions but never had anything major enter to really test. The 3 licenses is a good bonus for people who have multiple systems. Good system protection.,Good system protection.,1384387200,,
5.0,False,"11 7, 2013",A2FBPS1P12N24T,B00EZPXYP4,{'Platform:': ' PC Disc'},Medianvalued,"It is over 30 years since I got my first PC and 50 years since I wrote my first computer program. I've pretty much worked with computers all my life - and, since day one, I have always wanted things to be easy.  I always reasoned that silicon chips have a really lousy union and they should do all the grunt work not me.

Well, Norton's 360 product just about fits the bill.  I get to protect 3 computers on one subscription (are you hearing this Microsoft?).  Installation is pretty easy and the program pretty much runs itself and updates itself automatically.  I really don't know everything the product does (OK I'm a computer expert but that doesn't mean I want to know everything about every product - I want things to be easy) but it covers the essential like virus protection and performance checking pretty thoroughly.

It does have a function that will back up your system to their (I guess) cloud but it costs money - I prefer to spend less than $100 and get several years worth of backup for all my computers by buying an external/removable disk drive with 1 or 2 or 3 terabytes (that's an ocean of backup space) for all of my computers.",Getting this is a no-brainer,1383782400,8,
2.0,False,"11 7, 2013",A3H7ADUP07D93H,B00EZPXYP4,{'Platform:': ' PC Disc'},J. Fuchs,"I switched to Norton after a decade + with Trend Micro, and I'm not really happy with the switch.

It is, of course, difficult to tell how well any security program is working without intentionally visiting infected sites, which I'm not about to do.  So I'm operating on the assumption that Norton is detecting viruses and spyware as well as Trend, though I have no way of being sure.

My problem with Norton is that it makes everything else run very slowly.  Outlook, in particular, takes forever to open and programs frequently hang.  I have an older PC desktop running Windows 7, but it handles most software without noticeable delay -- or at least, it used to.

Norton also lets a surprising number of pop-ups get through, which Trend never did.  I never realized how many of these Trend actually caught, until it was gone.

All in all, unless someone running tests on Norton verifies that it does a much better job than other programs at catching the nasties, I can't recommend it.","Extremely slow, and not very good with pop-ups",1383782400,,
5.0,False,"11 7, 2013",A47D5C32VLQM2,B00EZPXYP4,{'Platform:': ' PC Disc'},SirenPrincess,"Norton is THE BEST when it comes to internet security.  This particular product gives you 3 licenses, which you know you're eventually going to want another license if you buy computers often, so I definitely recommend going ahead and getting the 3 pack like this.  Norton has prevented several viruses from infecting my computer.  When I've tried competitors they've let things through.  I also love the Norton 360 for the password management system, which keeps track of all your passwords even across computers.  It really is a game-changing product.  I would not own a computer without Norton installed on it.",Don't own a computer without Norton,1383782400,,
5.0,False,"11 7, 2013",A22BBLTS1YPFPE,B00EZPXYP4,{'Platform:': ' PC Disc'},MooncatX aka Bliss Crimson,"I've used Norton before and various free anti-virus, and with a professional version you get a more comprehensive set of security options that quietly takes care of business in the back ground.  There is a peace of mind factor that a professional version gives you, and for the less than tech savvy it's a bit more idiot proof than a bare bones free ware.  I have no problem with free ware, as my computing needs are pretty simple, but a pro version is very nice and this is pretty cheap for the year long comfort of install it and then pretty much forget about it security.  I got this current product via the Vine, but I have bought the professional 360 Norton for the two years running previously when it has been on sale.  I have multiple computers so the 3 license is handy and I do tend to use all three.  For the most part Norton is comfortable and user friendly especially if you aren't overly expert with using software.",Easy Security,1383782400,,
